17235 20494.9
16224.2 13943.7
23439.1 15245.9
17767 20924.7
8272.03 16969.1
24406.9 30005.7
27690.3 28772.3
16233.6 20990.3
20001.5 18966.3
28818.7 22409.9
9777.08 19497.5
23283.5 23579.7
4551.47 15486.3
6244.09 5453.73
10310.2 19079.5
6387.36 24717.4
1923.69 32715.2
5983.84 23450.6
12361.1 101.06
23965 19724
13014.2 7045.62
22867.9 23753
11100.2 11246.7
96.1906 7312.07
3712.41 18550.4
1362.77 24690.8
17886.4 17545.2
23533.4 26452.1
7300.28 166.344
3499.18 21360.5
31602.9 2785.32
24119 29393.1
30242 3935.04
16368.2 22489.9
9977.95 6365.19
6252.47 16830.6
23513.7 8489.54
21746.6 21769
4755.36 29095.2
20223.2 9238.9
17773.3 21454.9
195.373 1943.46
1953.68 4521
2465.45 18193.4
29149.9 18006.4
690.296 4445.79
24260.2 32394.8
9026.63 17704.2
30572.8 10507.2
13650.3 2419.7
4062.17 22324.7
23060.4 13844.3
21401.9 19829.1
7794.82 3124.83
16911.5 25552.4
24456.5 16079.3
31526.8 13917.1
32549.3 19255.8
23480.6 9671.94
26702.9 8592.86
27156.4 10189.1
25531.4 7509.9
4731.11 26562.3
15448.8 19922.1
13221 14094.9
13253.7 3753.7
31544.2 19882.3
18134.8 28750.1
4694.07 23207.6
16916.3 28810.8
6672.03 25768.7
9786.63 763.185
30701.7 31332.8
23737.2 27026.6
29285.1 13093.3
15412.3 23827.9
7529 32587
23813.5 1433.96
5847.29 18634.2
15798.2 17168.3
4873.84 25512.9
14217.7 17849.5
14664.8 20096.4
17137.8 30378.3
20561.1 17153.3
3094.43 12363.7
15063.4 5743.96
22357.3 18138.8
17409.8 27169.4
13758.4 24808.7
15335.5 11266.7
2452.22 8154.9
25625.5 26385.6
23248.2 6248.93
11289.8 25569.7
31646.8 6945.4
15836.8 6425.95
31967.4 19685.7
23116.8 27636.1
29349.2 3946.65
1481.06 16578
2234.09 14776.2
1187.9 23399
26394.4 8365.06
10146.6 4054.33
26228.3 28537.5
26751.1 17054.3
5293.23 20515.4
22120.2 14686.2
2397.65 25602.3
21119.7 15175.1
2639.66 3141.24
7259.12 417.036
5.3321 620.566
11910.4 30792.4
14899 16589.1
27390.6 20011.3
1087.43 15120.6
6069.6 21964.6
2503.38 26291.2
11024.7 13762.3
2843.02 4998.05
26731.2 26938.7
25023.6 5168.14
19604.1 4210.35
21738.9 13992.9
19019.7 4412.18
15882.3 3261.59
22217.7 1921.38
32061.8 1167.82
17974.3 1467.45
15833.1 20756
30768.1 9594.81
2790.07 8851.7
21579.6 26593.3
13214.5 12076.2
5772.06 26150.8
32756.4 2894.21
27629 21013.1
13578.5 21055.1
24285.2 18061
27065.3 7833.98
5052.6 26625.8
11021.9 21191.2
21859.6 21752.5
28871.5 12684.7
29082.4 26254.5
25049.6 18045.3
26016.4 16625.6
26861.6 7809.9
23207.3 13285.8
6367.46 20569
29269.2 27456.1
24894.4 21777.8
25412.3 28527.7
4815.3 12435.3
25987.6 30191.5
13322.4 27157.5
28435.7 469.966
9626.61 21669.8
16490.2 21575.7
5857.48 10149.2
16628.1 11520.2
19058.2 26441.7
