31.0821 12204.6
162.394 32386.2
183.206 21675.5
5.3321 620.566
100.868 11102.3
226.877 20965.6
290 25633.1
96.1906 7312.07
468.09 23953.6
567.355 27989.2
901.547 30569.1
874.62 29533.6
824.439 23776.8
768.924 20828.9
548.355 14633.8
936.607 24611.2
327.433 7413.19
1432.67 30573.8
876.529 17679.3
1187.9 23399
1302.94 24860.6
1362.77 24690.8
386.254 6966.26
1923.69 32715.2
1988.32 31138.4
1761 27049.8
2099.24 32059.2
2208.94 31445.3
1586.7 22281.1
1087.43 15120.6
707.573 9557.44
374.805 4780.63
2253.2 28247.1
1530.74 18980.1
1707.09 20306.8
1454.71 17083
2762.85 31760.9
2217.1 24954.1
1481.06 16578
1184.66 13207.5
1307.1 14058.2
2397.65 25602.3
2503.38 26291.2
2459.02 25739.4
1237.3 12604.5
2151.58 21620.1
195.373 1943.46
3314.87 32669.1
1155.25 11089.3
2853.16 27384.5
830.704 7750.3
2997.98 27586.9
3580.68 31013.5
2963.51 25602.2
1452.97 12484.1
3381.48 28910.1
3527.52 29625.5
3361.47 26547.9
2049.61 15845.8
4063.11 31368.1
1267.68 9534.32
1115.37 8348.5
1664.26 12301.3
2465.45 18193.4
3781.83 27329.8
404.152 2882.51
3932.91 27146.3
2234.09 14776.2
690.296 4445.79
2882.94 18348.1
2266.5 14219.4
1821.91 11367.3
4755.36 29095.2
3499.18 21360.5
1306.33 7729.48
3533.22 20712.2
4734.04 27259.2
4731.11 26562.3
3270.07 18307
4260.1 23775.4
3087.28 17061.2
4062.17 22324.7
5159.78 28287.6
1950.69 10624.7
4262.43 22787.2
5052.6 26625.8
4873.84 25512.9
5642.77 29479.2
4604.51 23487.8
3712.41 18550.4
3087.14 15277.3
4694.07 23207.6
4866.63 24031.8
2133.23 10530
3084.72 15204.1
6557.4 31570.1
6226.51 29908.5
5532.47 26456.8
5253.75 24953.2
1384.58 6562.78
5325.93 25177.1
4690.98 22150.2
5799.07 27343.2
5869.04 27498.7
5244.43 24154.3
6050.49 27462
5772.06 26150.8
624.039 2811.14
3514.79 15752.3
5920.21 26216.4
5567.59 24430.4
7529 32587
6944.14 29738.6
7632 32306.1
2873.09 12048.9
6253.32 26205
662.813 2740.18
5294.08 21544.1
7168.51 28989
7672.56 30745.6
2546.14 10196.7
3094.43 12363.7
5983.84 23450.6
8049.96 31391.7
5293.23 20515.4
6387.36 24717.4
6672.03 25768.7
7332.03 28275.3
8239.9 31628
7151.86 27140.2
8003.16 30228.8
7842.34 29564.2
8699.31 32663.6
7650.2 27786.4
6069.6 21964.6
2173.3 7836.04
7686.78 27327.8
6654.63 23548.7
1847.92 6537.09
2898.59 9919.73
4551.47 15486.3
8446.07 28644
3091.36 10477.6
2782.09 9395.19
3052.22 10209.6
2452.22 8154.9
9386.88 30950
7133.24 23499.9
8149.73 26675.5
6909.34 22574.1
2946.54 9599.59
6367.46 20569
6098.06 19695.8
6615.19 21336.2
6512.88 20887.9
8285.72 26566
7964.01 25502.7
5847.29 18634.2
8372.81 26563.8
2790.07 8851.7
2446.34 7729.62
10071.1 31555.2
9555.84 29729.2
2851.38 8800.21
7523.97 23172.2
9977.7 30672.9
6947.72 21115.7
6728.21 20360.3
4229.83 12768.9
9652.73 28885.3
2813.94 8345.65
9198.87 27205
5431.9 15986.2
11214.7 32250.2
1705.79 4840.09
9089.88 25616.2
7635.77 21280.3
7200.02 19616.9
6252.47 16830.6
7643.88 20483.6
11351.6 30190.2
11457 30391.2
11001.9 28664
11910.4 30792.4
4815.3 12435.3
8734.42 22492.6
6341.97 16280.9
3058.86 7845.44
2824.58 7192.99
12304.8 31014.2
7279.11 18346.3
7679.7 19345.7
3882.39 9773.14
1471.94 3693.18
6148.43 15417.2
2196.58 5504.49
4715.51 11811.8
2165.52 5410.95
5868.78 14581.3
10243.4 25212.5
12525.8 30607.2
11243.6 27139.9
8053.72 19342.1
10527.8 24811.8
12347 29065.2
8527.78 20044.9
5814.29 13644.7
7086.47 16624.1
13001.9 30117.6
1953.68 4521
8739.98 20033.1
11289.8 25569.7
11333.9 25645.1
13067 29558.1
7682.57 17357.6
6424.13 14509.2
9235.12 20804.3
9626.61 21669.8
11336.1 25323
1597.72 3556.73
14659.2 32572.2
10622 23508.6
13421.2 29514.2
12789.6 28112.3
2754.97 5985.68
10532.6 22842
2699.32 5852.47
12092.9 26199.2
10583.6 22646.2
11720.2 24697
7386.97 15541.2
7164.33 15007.1
11149.1 23247.6
7529.24 15693.4
14623.8 30024.7
8272.03 16969.1
13322.4 27157.5
11870.4 24010.1
14406.8 29037.5
7521.11 15081.5
9830.75 19659.6
9461.9 18913.4
3174.08 6334.67
9777.08 19497.5
11709.1 23342.8
9000.32 17884.8
11603.5 22944.6
11634.1 22836.1
9026.63 17704.2
9852.23 19274.8
14822.9 28770.6
15791.8 30435
11021.9 21191.2
2833.54 5432.04
9366.35 17915.8
15981.7 30568.4
5441.43 10403.5
10313 19678
5159.51 9805.31
11776.9 22351.4
15555.3 29242.6
10286 19283.2
17271.1 32351.3
4581.73 8580.28
12244 22877.8
2725.1 5080.94
7783.41 14504.5
14484.3 26913.6
10310.2 19079.5
11776.6 21674.8
8055.2 14802
12282.2 22545
15554.2 28453.6
11227.6 20418.1
10938.1 19856.7
11806.4 21397.1
10224.4 18444.8
13758.4 24808.7
17137.8 30378.3
17803.3 31324.1
2843.02 4998.05
7037.95 12337.8
15821.9 27643.7
11890.1 20641.4
10170.8 17643.6
9535.68 16524.8
5857.48 10149.2
15428.2 26433.7
15475.2 26500.6
16916.3 28810.8
15662.2 26435.8
17217.8 28992.3
12446.3 20886.7
15796.9 26469.5
13752.1 23010.1
12001.5 19982.1
6141.26 10211.2
11096.9 18395.4
17449.5 28920.2
18852.2 31221.4
7695.2 12741.7
13301.8 21985.3
8905.81 14585.1
11162.1 18234.3
4503.86 7357.37
5409.28 8797.1
12291 19929.8
18621.6 29843.6
10221.7 16264.2
18134.8 28750.1
19460.8 30589.7
20028.2 31449.2
4768.47 7474.19
15374.3 24061.2
17409.8 27169.4
17444.9 27163.2
13578.5 21055.1
19517.8 30214.8
19128.5 29578.4
15412.3 23827.9
17114.7 26351.1
20008.4 30761
17853 27386.1
21155.8 32333.3
9393.11 14334.3
6528.44 9955.73
15112 22996.8
16339.9 24846.2
19591.2 29633.4
16911.5 25552.4
9221.84 13871
10735.1 16061.7
16078.7 23984.6
7146.01 10588.4
4528.09 6678.4
17278.6 25478.8
18415.2 27107.9
10897 15941.8
22099.9 32265.5
20564.9 29924.5
14668.8 21264.6
22297.4 32308.6
17171 24771.4
20991 30042
20098.9 28749.6
12259.9 17514.2
10564.1 15090.3
22291 31780.1
11174.3 15843
18496.4 26141.5
19324.3 27299.4
22243.3 31291
18019.2 25327.1
5046.67 7079.17
5120.75 7179.07
15361.3 21467.9
14965.4 20867
9883.41 13770.9
17570.4 24445.8
8038.04 11163.8
20907.4 29020.2
19058.2 26441.7
21601.5 29885.4
16368.2 22489.9
14664.8 20096.4
20919.1 28624.8
23845.5 32592.1
12479.1 17023.5
8985.77 12235.1
